feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
-1.0931075606001215,0.6098290776634929,-1.0795504116394294,0.6772085213501834,0.5167173960267899,1.1222982870765583,-2.0796332822470394,2.2959958773315665,0.723260200221526,1.7983839818718945,0
-2.0208175845859473,-1.3775763800646668,0.08528406873324018,1.7396652519704507,-1.296967582455908,0.3978932017263225,1.7001349103999372,1.3531403859644797,1.3464165454075476,2.5257908021247957,0
-2.0315513107472367,-0.45693483913474303,-0.11119143548734531,-0.3090282758170436,-3.113484267673766,0.30675639309405067,-0.9672811102946235,-0.019242518418062238,0.690961110578049,-0.4526935120707096,0
-0.2905034189769749,-0.0788922219149961,0.15828602939857542,-0.2279045472268739,1.8402653180974275,2.1187619331135177,-0.20521300622596286,1.5510946986048721,-0.3248499343725313,-0.029403355360437367,1
-2.8226349582445267,-0.28280999504254634,0.24311334828371603,-0.21888592365616666,-1.6795624688135855,0.1389039833359611,-0.050065358230497604,1.70833835509618,0.8685872543375831,2.441958657079838,0
-0.5893905948504429,-1.4895313533802972,-2.3576918940430893,-0.04248412254282049,-0.43976155026922836,1.3298340061581373,-0.6478460484060938,0.5947095073638751,0.8851047609406548,1.3200207889704227,0
1.3241852371455578,1.5756045591557335,0.7121899185032764,0.06889361672285461,-1.275649269745521,0.8456472035313765,-0.8634572371883934,1.8398349952920374,1.9100736183251863,2.033482554748515,0
0.3198097102399178,-0.21768565950112867,0.6420255015353197,-0.2850308482748619,-0.6395924006977304,0.6264588164939069,0.38427883498595106,1.865673322686523,1.4048765952736866,2.9191616936310716,0
0.4550661535347574,0.024240242625477082,1.1702608313680876,-1.8901064726537538,-2.3463106337401975,1.0676686336865502,-1.096199523567522,-1.1713276677831708,-0.10749582932899426,-1.2134803865740666,0
-0.07777270026441621,-0.456104849749766,0.03647217665420908,0.42108499021980617,-1.7565412008949834,0.14485301460816624,-1.0396339428247796,1.3274951766689436,0.38602495940177095,2.0488099417505423,0
-0.1836939663765929,0.3370098008989906,-0.9395844885947484,-0.7337772828073789,-1.2994566671721683,1.475509696814785,2.280260230298927,-0.368121511347421,1.3663706871725254,-0.08482311047579638,0
-0.4226580286171217,-0.7404259806871265,0.1442217568726688,1.1330634416071725,-3.2468312106479726,-0.3565982103633165,-0.38552370444361184,1.2924020878731837,1.7016370538309498,3.050492076203746,0
-0.6473772706479662,0.6909252921300084,-0.5914438195394393,0.0039612809245876,-2.031876342580978,0.692858366637354,0.017969507218870237,0.5739749575886453,1.6323995540302276,1.0320448662657968,0
1.6181924894390771,0.4614248329585187,-0.008362111124060725,-0.5776142178649032,-1.1518474244539,1.2398913016072282,1.3009415130316988,0.4873968772740819,1.539798687406457,0.8367108469754713,0
-0.1480215065346948,-0.48317329492491273,0.5693741568237123,0.5917177267819871,-2.2207384336704807,0.13720715316064547,-1.307955749963377,0.6606654580635497,1.4944630662099414,2.0450158548399573,0
0.5575038210338372,-0.08839991679407365,0.398062174853005,-1.493430736034726,-1.6626363666610326,1.2666317301271819,0.08724143782060971,-0.07848859420230614,0.7924923890100316,-1.079673520117837,0
0.9026602893824857,-0.3267973428992907,-0.5197747896300302,-1.0404099418717416,-1.2458586948433439,-0.10659519496268466,-1.634693518754396,2.9223063365791413,1.7593791517379023,4.1786797925842585,0
